fileID,power_mean,power_min,power_max,voiced_fr,pitch_mean,pitch_std,pitch_min,pitch_max,energy_mean,energy_std,energy_min,energy_max,shimmer_mean,shimmer_std,voiced_to_unvoiced_ratio,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_1_min,mfcc_2_min,mfcc_3_min,mfcc_4_min,mfcc_5_min,mfcc_6_min,mfcc_7_min,mfcc_8_min,mfcc_9_min,mfcc_10_min,mfcc_11_min,mfcc_12_min,mfcc_13_min,mfcc_1_max,mfcc_2_max,mfcc_3_max,mfcc_4_max,mfcc_5_max,mfcc_6_max,mfcc_7_max,mfcc_8_max,mfcc_9_max,mfcc_10_max,mfcc_11_max,mfcc_12_max,mfcc_13_max,y
00027.wav,0.000121677076,6.142333e-22,0.016616238,0.7360681114551083,192.7913601977111,27.30936902283319,84.78288453476168,298.66157229922914,0.008770721,0.006689209,1.3928102e-05,0.03895561,45.18536903092529,16.243582613595912,0.7360681114551083,-526.8329,99.92495,-15.631751,16.674381,-20.890017,-1.6972482,-14.666356,-16.237877,-20.064447,-13.381715,-9.88535,-16.590841,-6.6098623,105.50755,64.030426,41.616318,36.39641,29.720324,26.683178,21.704676,17.794813,19.466763,13.33353,13.012128,13.746003,11.558715,-746.1639,-127.18051,-125.14079,-93.08978,-107.61636,-75.19835,-92.583374,-70.3178,-83.47904,-65.719635,-53.280586,-59.322746,-46.257996,-305.81378,211.95465,94.963,113.39134,43.759026,94.309166,39.122787,66.13644,51.535454,34.415688,34.387955,41.08438,40.402275,0
00027.wav,0.00016755697,3.4093407e-19,0.013611454,0.7298761609907121,207.78004653434462,33.24002498369811,137.7302022667084,298.66157229922914,0.01036171,0.007746624,1.149906e-05,0.04892773,47.78983187874785,14.196259873477295,0.7298761609907121,-493.4286,87.35752,-13.41745,10.454197,-25.503254,2.8056076,-18.860048,-19.44316,-18.23255,-13.113547,-11.5533085,-18.70051,-6.419591,93.27402,62.158367,43.708527,33.677273,31.332102,28.199848,23.18731,18.945139,20.042543,13.710764,13.085534,13.014575,12.06754,-695.37695,-133.8664,-124.82659,-77.87227,-129.57529,-70.34009,-95.751854,-74.15202,-79.82713,-53.36358,-55.42021,-57.777863,-38.662697,-300.22195,199.15366,104.78537,100.04053,54.733955,112.72357,40.991554,56.35991,68.415,35.09704,20.973003,25.354528,52.37323,0
00027.wav,0.00014392058,6.980598e-20,0.015719187,0.6648606811145511,204.422639816,28.5185833955451,146.76537262479707,298.66157229922914,0.009501179,0.007317469,1.4616151e-05,0.04087805,45.668384200444514,16.52714703670481,0.6648606811145511,-515.50446,94.56671,-21.175013,12.787939,-26.592752,5.102329,-21.895521,-14.084351,-17.667494,-13.447232,-9.324124,-17.945265,-7.095898,114.523575,69.477715,45.07918,35.197,30.681366,29.053988,26.546928,19.193502,18.886312,14.219905,13.85382,15.426527,11.54506,-755.4848,-132.19696,-138.20871,-94.99349,-112.63286,-75.814255,-102.41435,-72.72178,-81.94205,-56.060722,-57.401245,-61.46012,-48.728336,-277.61615,221.53471,101.06908,121.261635,64.87126,122.428345,52.21138,51.62174,62.047832,37.035583,32.744076,31.44875,39.399956,0
00043.wav,0.0025376931,1.0257908e-16,0.68660766,0.5023219814241486,111.41503341357468,12.19542330952216,65.0,163.7897364863335,0.03900629,0.031874187,0.0004917266,0.24374346,59.803483523805596,12.239817733017977,0.5023219814241486,-319.38766,121.54966,12.606596,18.192202,22.785595,-4.977467,-14.314509,6.289815,-1.2493016,0.5640254,-1.2376056,1.1240932,-3.3131564,87.74944,47.952488,29.999655,23.751953,21.029469,16.920301,14.705115,10.385856,10.926729,10.897949,9.3616,9.443961,9.23537,-537.54987,-31.813198,-77.19816,-42.180496,-37.8323,-55.320312,-56.417236,-27.98311,-41.743477,-27.71585,-33.254837,-29.710688,-32.835743,-94.565994,223.1467,92.58063,87.60136,100.34747,35.427467,25.124542,47.64037,26.945011,34.881325,28.024185,32.953102,22.952364,1
00043.wav,0.0018934351,1.2197274e-19,0.17272307,0.41563467492260064,106.5031015556991,13.85909819951122,65.0,138.52806521170294,0.033361,0.027936563,0.00039682345,0.1352803,57.277298652442575,13.707453842267991,0.41563467492260064,-344.53482,128.13263,9.109303,19.46563,21.790762,-8.121763,-14.996806,6.3100133,-5.0792875,-0.107118115,-3.2689998,2.877745,-1.0080696,100.95014,44.947243,25.132265,24.292253,19.62442,17.278269,16.57393,9.9339075,11.993822,10.752617,9.579406,6.874509,8.871277,-568.0723,-4.120269,-102.64811,-42.000153,-34.70013,-53.44458,-59.074787,-25.767323,-41.638885,-33.560204,-29.532845,-22.070961,-26.257536,-128.68224,232.29504,81.68761,87.73755,82.1633,38.321045,22.54366,36.634407,24.495462,36.29679,25.287714,26.597462,26.621082,1
00043.wav,0.0016111567,3.3272772e-16,1.0516763,0.39705882352941174,111.97273246196828,12.431561881606799,70.4747465695922,157.29923159850804,0.028596252,0.02812106,0.00033612788,0.17299715,54.799961412946864,13.828887518483883,0.39705882352941174,-358.5225,115.78759,3.6012518,12.77615,21.928967,-3.2098641,-17.995266,8.099865,-2.0180871,-1.8939084,-1.2152425,2.2097967,-2.300237,103.65459,44.599556,27.423174,23.432064,20.304665,16.370403,16.658112,11.80511,10.000942,10.085196,10.170561,8.633259,8.505379,-575.26984,-36.433334,-76.49005,-42.813507,-44.5448,-52.206203,-58.194366,-25.566263,-36.531944,-40.031204,-38.93404,-27.54802,-32.330147,1.3716533,218.53563,74.826904,86.6819,85.88464,35.03511,24.394894,52.443367,32.899757,24.92397,26.751629,26.426098,22.320503,1
00043.wav,0.0045611663,5.903481e-17,0.23270452,0.7778637770897833,103.2147512576817,14.078944095780937,67.68203991476243,151.9410423129619,0.0533226,0.041438673,0.00038422926,0.19785173,63.370004792887656,11.464445860245311,0.7778637770897833,-310.14404,136.6982,4.139214,28.886604,28.716457,-0.369974,-17.11497,4.1715612,-3.1143336,-1.3079137,-4.014599,3.7085562,-3.51965,79.49097,43.907257,21.838001,19.858507,18.768194,14.433878,15.402268,9.720104,10.310403,10.169061,9.562478,7.8033185,8.1301155,-568.6891,-10.178601,-73.61952,-26.168777,-21.106953,-46.677063,-64.0036,-27.069553,-38.204056,-41.496006,-35.47851,-20.766453,-31.341475,-109.275,234.02841,69.40102,92.53074,81.64183,31.858389,15.955307,38.18338,22.344341,32.555923,24.516497,25.397617,27.21771,1
00043.wav,0.0035149932,4.685705e-15,0.1700809,0.9303405572755418,99.5575651895118,12.47981858806033,68.46846733706433,140.9494931391844,0.048896596,0.033525825,0.006771859,0.15924047,64.53894635272093,7.720284294369511,0.9303405572755418,-297.06522,134.78807,5.863864,25.03405,30.366577,5.6954327,-15.040039,6.1509514,-4.027306,-3.4214327,-3.7038665,4.527857,-4.0130105,54.111767,34.99634,22.170534,17.419075,14.981246,11.57039,16.884552,9.176696,10.054403,9.746994,9.201119,7.2346187,8.659073,-419.90067,0.905887,-48.306034,-30.887405,-23.244608,-39.5307,-70.09589,-19.543137,-31.997185,-29.817646,-37.433456,-20.905148,-29.951292,-159.87387,218.02225,70.13733,82.776024,79.30839,35.18086,16.683704,42.242706,33.94716,33.490833,24.901295,31.02166,16.890568,1
00043.wav,0.0043181465,7.501812e-15,0.19613412,0.8869969040247678,101.10149192622652,13.669164069189064,65.0,151.06592630451914,0.05401662,0.037419498,0.00734007,0.17303978,65.16951133049206,8.04413511418072,0.8869969040247678,-293.15082,138.21138,5.059335,25.575052,27.53108,3.453376,-16.37544,5.715952,-3.5803592,-4.506377,-2.2990937,4.601366,-5.745223,56.47251,38.819187,22.294933,16.283146,15.768295,12.550545,17.54615,8.858998,9.941564,9.795231,9.553961,6.9504437,9.049559,-401.31943,-7.768958,-54.91375,-36.25096,-23.771626,-39.760532,-61.45742,-22.31985,-39.791496,-36.539867,-33.77767,-15.444439,-32.013126,-166.6266,219.75372,61.292168,75.56465,76.991234,34.98889,19.50879,31.629925,24.944344,21.937473,28.228706,23.81655,16.0256,1
00043.wav,0.0036990424,4.2500725e-17,0.9740171,0.8947368421052632,98.4722051386147,15.218776151441554,65.0,151.9410423129619,0.046411064,0.0392652,0.0066461847,0.2109878,62.97820544156375,8.615012512429972,0.8947368421052632,-311.64798,137.78288,0.9605844,23.604214,28.72167,4.784665,-9.054934,7.8386617,-1.8002782,-4.4800453,0.019434584,3.7177856,-3.5634282,68.25698,32.093353,23.363941,16.758675,13.505061,13.852853,17.95224,10.009931,10.199875,9.074432,9.029314,7.4640927,8.6057205,-402.44025,-9.219093,-71.99422,-24.333502,-19.744871,-37.763832,-66.30177,-24.658382,-40.554634,-37.804073,-33.553135,-27.615177,-29.729736,15.967256,225.92447,63.71044,80.90365,81.12523,34.38765,20.573174,44.170033,26.63606,22.690866,27.82159,22.697916,20.124807,1
00043.wav,0.004273745,1.1198196e-14,0.36488208,0.8405572755417957,98.99382550604106,15.991533677974182,65.0,146.76537262479707,0.051433936,0.04033628,0.008126393,0.21892388,64.17977273052401,8.5039602517971,0.8405572755417957,-309.85638,142.37793,3.9781985,24.49574,33.097137,1.0659574,-7.9961877,7.8758826,-5.722958,-6.8600993,-3.698274,4.7352033,-6.7363515,54.467373,35.256397,21.294802,16.955317,16.171383,12.544221,15.486583,8.814858,11.297925,9.172041,9.260982,6.9246883,9.850557,-396.09866,-13.866348,-60.523006,-23.539852,-17.409603,-34.873444,-60.003525,-22.135471,-41.451477,-33.495667,-35.92398,-14.890543,-37.952232,-163.92581,214.53891,80.88005,86.195694,84.93354,30.303982,23.277039,36.95227,23.531225,24.437164,25.638058,26.508396,14.822911,1
00070.wav,0.00037581418,1.3552527e-18,0.019570604,0.544891640866873,210.53330696438422,43.53978433991169,65.0,298.66157229922914,0.015688146,0.01138159,0.0004256437,0.061313387,52.81260718808264,10.626692246761271,0.544891640866873,-437.00107,116.1838,17.37935,28.492556,14.47672,-9.520222,-2.067655,-11.372454,-8.205987,2.330896,-7.976618,2.52028,-1.3317395,96.860985,53.816998,32.72743,25.475069,18.410833,19.60611,14.416942,14.997384,14.868379,14.740291,11.792019,8.749547,10.59539,-654.13916,-79.60741,-76.5574,-49.760735,-48.749672,-64.59979,-53.159775,-52.351025,-47.757843,-44.714622,-37.178974,-23.358746,-32.851963,-257.91727,220.51208,106.12814,101.43527,64.778534,36.686874,47.986298,25.941547,32.834064,39.263832,40.36768,30.827198,28.285954,0
00070.wav,0.00056990236,1.3877788e-17,0.057132244,0.48761609907120745,218.3172052600981,21.168345175643815,175.5454930018647,296.94140822080067,0.019084789,0.014339344,0.00037192996,0.07205129,53.494224651000415,12.091646453553208,0.48761609907120745,-428.7676,113.10352,18.477516,26.953415,12.856764,-7.743675,-0.5328462,-12.160669,-9.324188,-0.017340079,-10.610008,1.0245318,-2.5953028,98.45711,52.88854,32.9159,27.710278,17.015987,19.324196,14.196541,15.385475,15.173156,14.7865,11.933943,8.803368,11.308528,-641.0916,-53.425995,-87.17095,-36.765083,-49.85112,-61.09333,-44.483032,-62.242878,-52.5259,-41.820892,-43.896866,-26.256859,-38.73746,-216.95454,221.51534,122.56662,107.32112,55.309425,40.955994,40.323772,23.560034,30.471294,39.56458,18.10461,29.449703,25.42219,0
00070.wav,0.0005031976,3.6562092e-16,0.023749951,0.4852941176470588,221.49631370285232,20.2689679390722,114.4865635674993,291.8401325604369,0.017616183,0.0138872275,0.0005264572,0.06445596,52.3369534544581,12.313480972468081,0.4852941176470588,-445.20502,111.561775,19.931805,27.483322,14.326477,-6.5902376,-1.7779787,-8.0285845,-5.232115,0.95554477,-8.330616,1.8883705,-1.6463497,105.44372,56.08854,31.949898,27.000784,16.961811,20.270615,14.903809,16.514977,16.211145,13.082313,12.304249,9.423291,11.194063,-656.87506,-56.814247,-84.34714,-57.851463,-59.1969,-64.130936,-41.1917,-51.57514,-59.60109,-35.36828,-47.967712,-23.994139,-32.720634,-249.31711,241.98253,123.17456,104.82812,63.908478,42.649414,45.235474,35.389862,34.594513,32.4447,24.809196,34.959576,25.688503,0
00070.wav,0.00067056983,3.7354153e-17,0.04680817,0.4969040247678019,211.76292106519045,46.71655096666167,65.0,298.66157229922914,0.020550955,0.015680183,0.0003965506,0.06901413,53.898828597514225,12.152230839008316,0.4969040247678019,-416.13684,111.39244,18.134663,22.816463,13.180692,-8.497807,-5.263928,-13.534797,-10.6795,-0.82714164,-8.771938,-0.61412066,-1.5146575,94.52603,59.820354,33.506664,24.30266,18.776838,19.148298,14.358758,16.23632,15.97897,13.649284,10.754022,9.549266,10.48868,-641.08325,-62.776928,-74.34012,-43.839924,-61.26883,-70.49018,-46.359207,-59.777496,-55.306328,-41.307056,-44.375187,-30.830643,-34.912437,-243.19626,229.85129,100.793594,105.01529,57.3478,33.129337,34.848846,23.650927,27.85104,35.654057,18.178253,26.542286,29.757168,0
00016.wav,0.0002853824,8.606397e-16,0.015436802,0.6547987616099071,104.20842103982808,33.63118412282547,65.0,173.52918104210445,0.013963114,0.009473995,0.0028159707,0.06683,54.40232562513575,6.254715015914047,0.6547987616099071,-455.92752,122.13603,21.906837,41.00836,22.865673,8.328451,7.107552,8.328455,1.8754267,5.1728764,-1.5379169,-0.7234197,-4.6184144,51.35234,40.316914,21.698128,20.10491,14.342987,15.165728,10.339899,7.9368334,9.051772,9.021951,8.426183,6.5367913,7.064592,-546.5482,-31.035069,-45.97554,-0.49609768,-21.699345,-34.672558,-30.012302,-15.523949,-35.72171,-24.331013,-29.397997,-24.283869,-26.163937,-321.82968,188.29825,92.01134,108.66431,64.802704,47.628014,51.80461,34.96311,23.473526,45.11162,17.515154,22.22393,22.032164,1
00016.wav,0.00025908387,5.551115e-17,0.009948102,0.6710526315789473,117.83331644683605,26.54327822359458,65.0,182.78887791090543,0.013496315,0.008742321,0.0025344752,0.04607417,53.96975637301993,6.559269785890591,0.6710526315789473,-468.699,123.97371,20.033123,48.214657,22.173876,6.230696,4.089065,7.988935,-0.41402924,5.041548,-1.1817862,-0.66474587,-4.0038443,53.314598,46.684612,23.301447,18.843395,14.658317,15.896465,11.806809,9.6481,10.163502,8.330764,8.951035,6.845189,7.302129,-561.1041,-39.913788,-40.736736,4.404184,-16.66579,-41.116116,-30.320295,-24.245543,-37.189995,-26.769993,-37.45666,-27.483559,-29.533703,-299.1794,192.33168,98.03535,113.2659,70.96898,50.183853,37.16571,39.86348,23.385899,32.033855,20.172024,21.758083,14.07243,1
00016.wav,0.00030507403,7.806256e-18,0.011990385,0.7012383900928792,104.54456430195184,32.327773972579635,65.0,161.90845090664698,0.014978397,0.008968089,0.0029393537,0.043884,55.06327921149217,6.3693867759657135,0.7012383900928792,-463.67194,124.440125,17.454937,54.723927,24.342594,7.953376,1.983702,10.865384,-0.314866,4.7940607,-0.9717939,-1.0175711,-4.2817974,55.93228,47.353527,25.093346,20.65047,16.065184,17.231968,12.661937,9.281364,10.163847,7.8317533,9.595884,6.777771,7.174647,-563.6723,-40.726883,-48.12097,7.9002953,-20.619461,-39.392395,-35.140854,-12.539677,-37.24174,-22.21938,-35.22151,-24.673075,-26.335455,-319.88565,200.30023,93.47168,111.8967,66.86023,57.01023,37.864082,42.260513,29.764338,32.742615,23.311152,17.887287,14.7727375,1
00016.wav,0.00038574482,0.0,0.014716511,0.6904024767801857,129.54987065768228,24.440826694890365,65.0,209.96928336801093,0.016871093,0.010045128,0.002764986,0.05152113,56.1169143940745,6.323401378997849,0.6904024767801857,-453.2566,127.049194,20.62787,52.566998,25.69508,8.822672,3.7933543,9.8029,-3.0172124,4.448303,-1.9053683,-0.4869434,-5.687875,56.003918,44.361332,26.045055,19.594437,15.291786,16.099836,13.290589,9.905313,11.264448,8.749371,9.907295,6.9039936,7.244155,-552.92883,-37.71344,-63.89146,7.9051433,-29.221523,-35.316345,-38.76909,-20.126865,-43.930992,-29.857685,-34.081123,-24.220243,-29.688076,-312.63904,197.48067,98.14752,126.39476,69.83132,54.34024,51.46228,40.74524,20.405994,32.836475,23.465675,23.911133,16.348124,1
00016.wav,0.00033046454,1.3552527e-16,0.014378693,0.6888544891640866,121.55596938106595,25.068219537395432,65.0,181.73609144327253,0.015303916,0.009801772,0.002953258,0.05110098,54.82299407173315,6.8811323142623495,0.6888544891640866,-445.28406,121.713806,15.120323,48.509777,20.982803,9.264359,4.622995,9.092721,-3.4494689,6.1239715,-2.0710404,1.2095567,-4.978417,55.186913,45.63968,25.302584,20.205688,16.238934,17.151638,12.665222,11.534969,11.5983515,8.936921,9.893381,6.9739237,7.8029976,-553.2873,-32.991425,-66.44591,2.4594283,-44.015484,-39.1556,-37.37564,-30.499289,-50.351006,-19.682468,-43.01944,-25.305115,-29.128555,-308.167,194.48547,95.53479,109.98322,74.41499,55.428978,47.33668,47.01253,22.49459,41.053925,28.721,20.781643,21.584213,1
00016.wav,0.00036879597,1.2490009e-16,0.010782506,0.923374613003096,126.81216789171572,19.33776595110666,89.82433719790544,178.6139741695516,0.016284224,0.0101773655,0.0024591105,0.055042934,55.241830741832864,7.338058120874891,0.923374613003096,-436.91718,112.896454,13.430183,51.932755,21.019594,8.072561,0.5744515,9.431444,-4.702204,3.024837,-2.8911514,-0.5137005,-4.876338,57.694702,47.602028,24.988537,20.856476,16.723185,16.596746,12.626019,10.600769,10.068338,9.177043,9.74426,7.12867,6.8528976,-549.0595,-45.108063,-58.520138,-3.6714954,-30.46716,-44.791676,-39.892155,-28.958742,-35.66229,-23.6447,-36.915833,-23.338177,-30.26338,-276.41104,191.3897,93.05486,110.82377,73.32528,61.8168,35.73256,43.94373,18.961163,33.094658,22.55254,23.826439,14.963746,1
